Application Number,Application: Buy Rate,Application: Funded Amount,Application: BPA Broker Negotiation,Application: Origination Fee,Application: Remittance Frequency,Primary Contact Gender,Application: Close Date,customer Age,Amount,crime_record,Applications received All Time,Applications received by last 1 Month,Applications received by last 3 Months,Applications received by last 6 Months,Average Daily Negatives,Average Monthly Sales,Avg Daily Bank Balance,Avg Number of Monthly Deposits,Brokers submitted All Time,Brokers submitted last 1 month,Brokers submitted last 3 months,Brokers submitted last 6 months,Credit Score,Daily Bank Balance v/s Daily Payment,Days,Factor Rate,Has Website,Industry,Inquiry Count,Months,Number of Trade Lines,Office Space,Open Bankruptcy,Position,Public Records,Sales to Payment,Satisfactory,Shipping State,Sum of Monthly Personal Debt,Time In Business Actual,Type,Volume - 4 Months Ago,Volume - 6 Months Ago,Volume - Three Months Ago,Yearly Total Sales,Outcome
APP-571003,1.25,28000.0,0,3.0,Daily,Male,10/15/2018,63.0,28000.0,,3.0,2.0,2.0,2.0,1.33,72132.64,3623.86,68.33,3.0,2.0,2.0,2.0,499.0,14.5484,154.0,1.37,Yes,Veterinarians,20.0,7.33,28.0,Own,0.0,Second,0.0,10.7,28.0,IN,2482.0,16.3,Paid Renewal,60602.97,90709.9,93562.92,865591.68,Pos
APP-567438,1.25,17000.0,0,3.0,Daily,Female,10/15/2018,55.0,17000.0,,5.0,1.0,2.0,2.0,0.12,41620.01,10573.54,34.38,2.0,1.0,1.0,1.0,656.0,94.3571,176.0,1.37,No,Retail,57.0,8.38,44.0,Rent,0.0,Second,0.0,11.35,43.0,TX,3476.0,2.6,Parallel,42365.97,56217.72,25339.29,499440.12,Pos
APP-568764,1.37,10000.0,0,3.0,Daily,Male,10/15/2018,59.0,10000.0,,5.0,2.0,3.0,4.0,0.0,34549.22,3099.4,39.83,2.0,1.0,1.0,2.0,676.0,39.8176,176.0,1.37,No,Restaurant,,8.38,0.0,Rent,0.0,Second,,13.17,0.0,CA,0.0,14.3,Paid Renewal,46385.89,43113.2,43113.2,414590.64,Pos
APP-569502,1.245,30000.0,0,3.0,Daily,Male,10/15/2018,55.0,30000.0,,2.0,1.0,1.0,2.0,1.33,134372.17,6105.82,33.56,2.0,1.0,1.0,2.0,650.0,23.2739,165.0,1.295,Yes,Law Offices,5.0,7.86,52.0,Rent,0.0,Third,0.0,5.88,51.0,WI,79402.0,20.2,New Deal,140189.57,150645.97,149554.15,1612466.04,Pos
APP-570076,1.25,11000.0,0,3.0,Daily,Male,10/15/2018,49.0,11000.0,drug,1.0,1.0,1.0,1.0,0.08,17508.3,3287.25,11.42,1.0,1.0,1.0,1.0,529.0,35.3184,154.0,1.37,Yes,Contracting,9.0,7.33,10.0,Rent,0.0,Second,0.0,6.2,9.0,AZ,1751.0,7.8,New Deal,13354.14,14848.6,15709.08,210099.6,Pos
APP-567443,1.26,42000.0,0,3.0,Daily,Female,10/15/2018,64.0,42000.0,traffic,3.0,1.0,2.0,3.0,1.0,70894.69,4758.84,59.14,2.0,1.0,2.0,2.0,653.0,16.418,176.0,1.38,Yes,Restaurant,47.0,8.38,42.0,Rent,0.0,Second,0.0,6.45,42.0,OR,7578.0,7.8,Renewal,76961.72,62803.72,103054.99,850736.28,Pos
APP-571274,1.375,20000.0,0,3.0,Daily,Male,10/15/2018,40.0,20000.0,traffic,4.0,2.0,4.0,4.0,0.29,55359.75,2602.81,2.43,4.0,2.0,4.0,4.0,600.0,10.7956,132.0,1.495,No,Insurance,21.0,6.29,49.0,Rent,0.0,Second,0.0,7.36,49.0,MI,5293.0,7.0,New Deal,97761.31,58999.23,68439.4,664317,Pos
APP-569962,1.375,5000.0,0,3.0,Daily,Male,10/15/2018,31.0,5000.0,drug,1.0,1.0,1.0,1.0,3.0,14628.42,1241.46,19.25,1.0,1.0,1.0,1.0,593.0,21.9223,132.0,1.495,No,Landscaping,13.0,6.29,11.0,Rent,0.0,Second,0.0,9.5,7.0,NY,1060.0,6.9,New Deal,16882.72,13542.6,17517.54,175541.04,Pos
APP-573131,1.375,6500.0,0,3.0,Daily,Male,10/16/2018,41.0,6500.0,,1.0,1.0,1.0,1.0,0.0,29730.87,8929.95,8.33,1.0,1.0,1.0,1.0,528.0,121.2979,132.0,1.495,Yes,Transportation,16.0,6.29,29.0,Rent,0.0,First,0.0,0.0,10.0,VA,2455.0,1.2,New Deal,,,57101.61,356770.44,Neg
APP-572929,1.375,6000.0,0,3.0,Daily,Male,10/16/2018,38.0,6000.0,,1.0,1.0,1.0,1.0,0.33,9950,398.82,6.67,1.0,1.0,1.0,1.0,577.0,5.8693,132.0,1.495,No,Home renovations,13.0,6.29,48.0,Rent,1.0,First,1.0,0.0,32.0,MI,1261.0,2.2,New Deal,,,5800,119400,Neg
APP-572795,1.25,7000.0,0,3.0,Daily,Male,10/16/2018,49.0,7000.0,,1.0,1.0,1.0,1.0,0.0,7036.72,1831.98,4.0,1.0,1.0,1.0,1.0,636.0,30.3057,154.0,1.33,No,Painting,8.0,7.33,13.0,Own,0.0,First,0.0,0.0,12.0,FL,1300.0,2.7,New Deal,,,5700,84440.64,Neg
APP-571624,1.375,11000.0,0,3.0,Daily,Female,10/16/2018,25.0,11000.0,fraud,1.0,1.0,1.0,1.0,0.0,14445.4,1950.68,31.5,1.0,1.0,1.0,1.0,567.0,15.6581,132.0,1.495,No,Auto Repair,8.0,6.29,6.0,Rent,0.0,First,0.0,0.0,1.0,AL,35.0,3.4,New Deal,15327.48,,14726.04,173344.8,Neg
APP-571211,1.25,10000.0,0,3.0,Daily,Male,10/16/2018,43.0,10000.0,traffic,1.0,1.0,1.0,1.0,0.0,10382.1,857.74,22.75,1.0,1.0,1.0,1.0,655.0,9.6419,154.0,1.37,No,Childcare,5.0,7.33,32.0,Rent,0.0,First,0.0,0.0,31.0,WI,3930.0,11.5,New Deal,10388.95,,10580.26,124585.2,Neg
APP-566132,1.295,17500.0,0,3.0,Daily,Male,10/16/2018,40.0,17500.0,traffic,1.0,1.0,1.0,1.0,0.0,22102.67,2209.96,6.33,1.0,1.0,1.0,1.0,669.0,11.7808,132.0,1.415,No,Trucking,5.0,6.29,10.0,Rent,1.0,First,1.0,0.0,10.0,IA,2903.0,10.4,New Deal,,,20970.27,265232.04,Pos
APP-573318,1.25,200000.0,0,3.0,Daily,Male,10/16/2018,55.0,200000.0,traffic,1.0,1.0,1.0,1.0,0.0,889469.86,74431.29,53.0,1.0,1.0,1.0,1.0,775.0,50.3844,176.0,1.3,Yes,Healthcare,6.0,8.38,22.0,Rent,0.0,First,0.0,0.0,22.0,TX,8495.0,2.4,New Deal,,,802190.13,10673638.32,Pos
APP-573196,1.375,7500.0,0,3.0,Daily,Male,10/16/2018,55.0,7500.0,traffic,3.0,1.0,1.0,2.0,1.29,16445.71,643.47,11.43,3.0,1.0,1.0,2.0,515.0,7.7784,132.0,1.495,No,Consulting,16.0,6.29,41.0,Rent,0.0,First,0.0,0.0,37.0,FL,3242.0,6.8,New Deal,12234.0,15195,14770,197348.52,Pos
APP-572967,1.375,15000.0,0,3.0,Daily,Male,10/16/2018,52.0,15000.0,traffic,1.0,1.0,1.0,1.0,0.0,19551.84,8177.31,2.33,1.0,1.0,1.0,1.0,691.0,48.133,132.0,1.495,No,Real Estate,11.0,6.29,15.0,Rent,0.0,First,0.0,0.0,15.0,PA,1897.0,2.1,New Deal,,,18725.1,234622.08,Pos
APP-572951,1.375,5500.0,0,3.0,Daily,Female,10/16/2018,47.0,5500.0,,1.0,1.0,1.0,1.0,2.33,11745.79,902.17,16.33,1.0,1.0,1.0,1.0,499.0,14.4834,132.0,1.495,No,Healthcare,13.0,6.29,35.0,Own,0.0,First,0.0,0.0,24.0,MI,6361.0,1.2,New Deal,,,11077,140949.48,Pos
APP-572749,1.375,6000.0,0,3.0,Daily,Female,10/16/2018,32.0,6000.0,,1.0,1.0,1.0,1.0,0.0,32447.84,2736.04,44.0,1.0,1.0,1.0,1.0,512.0,40.2655,132.0,1.495,No,Landscaping,29.0,6.29,44.0,Own,0.0,First,0.0,0.0,13.0,TX,7300.0,0.6,New Deal,,,27432.85,389374.08,Pos
APP-572568,1.25,12000.0,0,3.0,Daily,Male,10/16/2018,67.0,12000.0,,2.0,1.0,1.0,2.0,0.0,12582.74,2396.66,3.0,1.0,1.0,1.0,1.0,660.0,22.6164,154.0,1.36,Yes,Consulting,8.0,7.33,20.0,Own,0.0,First,0.0,0.0,20.0,TX,17842.0,34.5,Renewal,13300.0,15619.52,20233.24,150992.88,Pos
APP-571933,1.295,12000.0,0,3.0,Daily,Male,10/16/2018,47.0,12000.0,,2.0,1.0,2.0,2.0,0.0,15178.18,1192.12,17.43,2.0,1.0,2.0,2.0,507.0,8.3814,132.0,1.405,Yes,Restaurant,23.0,6.29,16.0,Own,0.0,First,0.0,0.0,12.0,MA,828.0,3.3,New Deal,12829.33,15939.06,15012.81,182138.16,Pos
APP-571331,1.375,6000.0,0,3.0,Daily,Male,10/16/2018,32.0,6000.0,,1.0,1.0,1.0,1.0,0.0,7952.32,11304.63,3.5,1.0,1.0,1.0,1.0,608.0,166.3669,132.0,1.495,No,Printing,8.0,6.29,14.0,Rent,0.0,First,0.0,0.0,10.0,TX,697.0,4.6,New Deal,7906.25,,3929.87,95427.84,Pos
APP-569745,1.295,11000.0,0,3.0,Daily,Female,10/16/2018,39.0,11000.0,,1.0,1.0,1.0,1.0,0.0,13840.79,9170.66,4.0,1.0,1.0,1.0,1.0,634.0,77.7702,132.0,1.415,No,Contracting,11.0,6.29,46.0,Own,0.0,First,0.0,0.0,41.0,MI,5353.0,8.0,New Deal,15026.11,,23858.12,166089.48,Pos
APP-568195,1.295,5700.0,0,3.0,Daily,Male,10/16/2018,45.0,5700.0,drug,2.0,2.0,2.0,2.0,0.0,7124.22,796.17,5.75,2.0,2.0,2.0,2.0,656.0,13.0306,132.0,1.415,No,Transportation,5.0,6.29,45.0,Rent,1.0,First,1.0,0.0,38.0,AL,3103.0,8.6,Potential Dupe,,,4211.28,85490.64,Pos
APP-573213,1.25,250000.0,0,3.0,Daily,Male,10/16/2018,44.0,250000.0,traffic,1.0,1.0,1.0,1.0,2.33,1420880.29,18200.11,337.33,1.0,1.0,1.0,1.0,702.0,9.3525,176.0,1.37,Yes,Retail,7.0,8.38,36.0,Rent,0.0,Second,0.0,1.47,36.0,KY,9340.0,39.2,New Deal,2017022.1,1890781.1,1715445.39,17050563.48,Pos
APP-570535,1.375,7500.0,0,3.0,Daily,Male,10/16/2018,50.0,7500.0,drug,2.0,1.0,2.0,2.0,0.0,25253.21,2145.33,13.5,1.0,1.0,1.0,1.0,601.0,25.257,132.0,1.495,No,Transportation,10.0,6.29,42.0,Rent,1.0,Second,1.0,10.64,20.0,IL,1498.0,0.5,Parallel,29014.4,33482.66,20075.69,303038.52,Pos
APP-572012,1.375,28000.0,0,3.0,Daily,Male,10/16/2018,49.0,28000.0,,2.0,2.0,2.0,2.0,1.25,48442.37,1318.28,31.25,1.0,1.0,1.0,1.0,700.0,4.157,132.0,1.495,Yes,Restaurant,9.0,6.29,19.0,Rent,1.0,Second,1.0,2.78,19.0,CA,1605.0,2.4,New Deal,105218.52,115393.26,108905.04,581308.44,Pos
APP-570603,1.295,7500.0,0,3.0,Daily,Male,10/16/2018,41.0,7500.0,drug,2.0,1.0,2.0,2.0,0.0,14137.67,1965.51,32.33,2.0,1.0,2.0,2.0,645.0,24.4466,132.0,1.415,Yes,Retail,23.0,6.29,29.0,Rent,1.0,Second,1.0,6.39,25.0,FL,3154.0,2.1,New Deal,42761.79,21350.87,38548.18,169652.04,Pos
APP-570547,1.295,14000.0,0,3.0,Daily,Male,10/16/2018,56.0,14000.0,traffic,1.0,1.0,1.0,1.0,0.67,30124.36,5115.06,17.33,1.0,1.0,1.0,1.0,653.0,34.0822,132.0,1.415,No,Trucking,19.0,6.29,14.0,Own,0.0,Second,0.0,7.67,13.0,NC,2278.0,10.8,New Deal,25991.14,31704.48,32829.46,361492.32,Pos
APP-572663,1.375,5000.0,0,3.0,Daily,Male,10/16/2018,50.0,5000.0,,1.0,1.0,1.0,1.0,2.33,12569.44,290.71,49.0,1.0,1.0,1.0,1.0,549.0,5.2033,132.0,1.475,No,Janitorial,10.0,6.29,10.0,Rent,0.0,Second,0.0,8.02,8.0,NJ,663.0,8.2,New Deal,12582.47,15463.99,19470.3,150833.28,Pos
APP-569911,1.295,18500.0,0,3.0,Daily,Female,10/16/2018,27.0,18500.0,traffic,1.0,1.0,1.0,1.0,5.0,42070.53,1258.83,59.67,1.0,1.0,1.0,1.0,629.0,6.3478,132.0,1.415,Yes,Utilities,5.0,6.29,26.0,Rent,0.0,Second,0.0,8.7,26.0,FL,1469.0,2.5,New Deal,44780.55,4791.19,68733.78,504846.36,Pos
APP-574319,1.375,25000.0,0,3.0,Daily,Male,10/16/2018,63.0,25000.0,traffic,1.0,1.0,1.0,1.0,2.0,87951.25,4766.61,33.67,1.0,1.0,1.0,1.0,533.0,16.8348,132.0,1.495,Yes,Retail,4.0,6.29,29.0,Rent,0.0,Second,0.0,9.17,22.0,FL,2525.0,6.3,New Deal,91340.72,119823.67,186619.45,1055415,Pos
APP-573458,1.375,22000.0,0,3.0,Daily,Male,10/17/2018,58.0,22000.0,,1.0,1.0,1.0,1.0,0.0,29052.08,2309.07,34.67,1.0,1.0,1.0,1.0,508.0,9.267,132.0,1.495,No,Transportation,17.0,6.29,46.0,Rent,0.0,First,0.0,0.0,45.0,NC,3815.0,3.9,New Deal,,,34028.45,348624.96,Neg
APP-572982,1.295,16500.0,0,3.0,Daily,Male,10/17/2018,67.0,16500.0,traffic,1.0,1.0,1.0,1.0,0.0,20484.74,3757.33,29.67,1.0,1.0,1.0,1.0,559.0,21.2423,132.0,1.415,Yes,Restaurant,8.0,6.29,20.0,Rent,0.0,First,0.0,0.0,13.0,GA,2652.0,1.2,New Deal,,,31164.49,245816.88,Neg
APP-569392,1.375,20000.0,0,3.0,Daily,Female,10/17/2018,51.0,20000.0,traffic,1.0,1.0,1.0,1.0,0.0,28759.4,2286.04,18.0,1.0,1.0,1.0,1.0,611.0,10.092,132.0,1.495,No,Transportation,28.0,6.29,33.0,Rent,0.0,First,0.0,0.0,31.0,NC,3488.0,0.6,New Deal,,,27218.74,345112.8,Neg
APP-573624,1.375,13500.0,0,3.0,Daily,Male,10/17/2018,32.0,13500.0,drug,1.0,1.0,1.0,1.0,0.33,55365.19,5066.37,17.0,1.0,1.0,1.0,1.0,592.0,33.5855,132.0,1.475,No,Trucking,14.0,6.29,20.0,Rent,0.0,Third,0.0,10.74,20.0,FL,3184.0,5.7,New Deal,3095.0,9399.45,71969.67,664382.28,Neg
APP-574617,1.25,7000.0,0,3.0,Daily,Female,10/17/2018,51.0,7000.0,traffic,1.0,1.0,1.0,1.0,2.0,83392.8,9099.77,73.0,1.0,1.0,1.0,1.0,595.0,166.9989,176.0,1.37,Yes,Veterinarians,16.0,8.38,17.0,Rent,0.0,Third,0.0,16.67,17.0,IL,2245.0,1.4,New Deal,,,101010.47,1000713.6,Neg
APP-574429,1.25,14000.0,0,3.0,Daily,Female,10/17/2018,39.0,14000.0,traffic,2.0,1.0,1.0,2.0,0.0,17202.06,3570.67,10.29,1.0,1.0,1.0,1.0,654.0,28.7505,154.0,1.37,No,Trucking,15.0,7.33,5.0,Own,0.0,Second,0.0,3.03,5.0,VA,430.0,1.7,Renewal,14706.53,19790.26,23749.81,206424.72,Neg
APP-571657,1.295,40000.0,0,3.0,Daily,Female,10/17/2018,58.0,40000.0,traffic,1.0,1.0,1.0,1.0,2.0,220717.33,8951.67,80.0,1.0,1.0,1.0,1.0,686.0,21.1759,132.0,1.395,No,Gas Stations,4.0,6.29,4.0,Rent,0.0,First,0.0,0.0,4.0,CA,195.0,5.4,New Deal,,,227832.97,2648607.96,Pos
APP-574746,1.375,8000.0,0,3.0,Daily,Male,10/17/2018,70.0,8000.0,,3.0,1.0,3.0,3.0,0.75,17648.61,1356.42,13.0,2.0,1.0,2.0,2.0,546.0,14.9699,132.0,1.495,Yes,Trucking,11.0,6.29,17.0,Rent,0.0,First,0.0,0.0,13.0,WA,990.0,4.5,New Deal,12917.17,,21768.73,211783.32,Pos
APP-573615,1.295,9000.0,0,3.0,Daily,Female,10/17/2018,48.0,9000.0,drug,4.0,2.0,2.0,4.0,0.17,11538.57,1050.05,30.5,1.0,1.0,1.0,1.0,547.0,10.8836,132.0,1.415,Yes,Landscaping,22.0,6.29,10.0,Rent,0.0,First,0.0,0.0,6.0,CA,4992.0,3.8,Renewal,13433.25,11325,12795.02,138462.84,Pos
APP-573311,1.295,5000.0,0,3.0,Daily,Female,10/17/2018,46.0,5000.0,,1.0,1.0,1.0,1.0,0.0,9571.97,9665.97,6.0,1.0,1.0,1.0,1.0,671.0,184.2541,132.0,1.385,No,Trucking,13.0,6.29,52.0,Own,1.0,First,1.0,0.0,48.0,TX,2482.0,2.5,New Deal,,,18606.9,114863.64,Pos
APP-573229,1.225,10000.0,0,3.0,Daily,Female,10/17/2018,45.0,10000.0,,4.0,1.0,1.0,1.0,0.0,20205.48,7053.34,13.0,2.0,1.0,1.0,1.0,523.0,59.9112,110.0,1.295,No,Contracting,12.0,5.24,41.0,Own,0.0,First,0.0,0.0,40.0,PA,1960.0,7.2,Paid Renewal,,,15864.9,242465.76,Pos
APP-573225,1.375,6000.0,0,3.0,Daily,Male,10/17/2018,46.0,6000.0,,1.0,1.0,1.0,1.0,3.5,16337.06,742.82,61.0,1.0,1.0,1.0,1.0,642.0,10.9319,132.0,1.495,No,Travel Agencies,7.0,6.29,2.0,Rent,0.0,First,0.0,0.0,2.0,FL,105.0,8.1,New Deal,15128.28,,21147.68,196044.72,Pos
APP-571879,1.25,7500.0,0,3.0,Daily,Male,10/17/2018,51.0,7500.0,,2.0,1.0,1.0,1.0,0.0,7718.24,1045.38,32.67,2.0,1.0,1.0,1.0,620.0,15.6682,154.0,1.37,Yes,Janitorial,16.0,7.33,4.0,Rent,0.0,First,0.0,0.0,4.0,FL,184.0,17.1,New Deal,,,8103.48,92618.88,Pos
APP-571419,1.375,9000.0,0,3.0,Daily,Female,10/17/2018,52.0,9000.0,,1.0,1.0,1.0,1.0,1.33,12127.22,1431.85,26.0,1.0,1.0,1.0,1.0,482.0,14.0474,132.0,1.495,Yes,Jewelry stores,11.0,6.29,16.0,Rent,0.0,First,0.0,0.0,6.0,CA,817.0,6.3,New Deal,,,12968.09,145526.64,Pos
APP-570419,1.25,18000.0,0,3.0,Daily,Male,10/17/2018,53.0,18000.0,,9.0,1.0,1.0,1.0,0.33,23991.66,1827.25,43.67,3.0,1.0,1.0,1.0,652.0,11.411,154.0,1.37,Yes,Wholesale,33.0,7.33,15.0,Own,1.0,First,1.0,0.0,7.0,CA,1278.0,4.2,Paid Renewal,,,22869.53,287899.92,Pos
APP-569944,1.375,6000.0,0,3.0,Daily,Male,10/17/2018,57.0,6000.0,,2.0,2.0,2.0,2.0,3.75,21980.86,3439.62,11.5,1.0,1.0,1.0,1.0,556.0,51.6537,132.0,1.465,No,Restaurant,1.0,6.29,12.0,Own,0.0,First,0.0,0.0,8.0,LA,1544.0,4.5,New Deal,11146.5,,25221.79,263770.32,Pos
APP-567370,1.375,11500.0,0,3.0,Daily,Male,10/17/2018,47.0,11500.0,,1.0,1.0,1.0,1.0,0.0,15495.26,4176.74,7.33,1.0,1.0,1.0,1.0,640.0,32.0671,132.0,1.495,No,Contracting,6.0,6.29,22.0,Own,1.0,First,1.0,0.0,17.0,AZ,384.0,4.9,New Deal,,,21343.46,185943.12,Pos
APP-574676,1.25,17000.0,0,3.0,Daily,Male,10/17/2018,76.0,17000.0,,7.0,1.0,1.0,1.0,0.0,36822.18,43733.23,10.17,6.0,1.0,1.0,1.0,679.0,330.4861,176.0,1.37,Yes,Hospitality,24.0,8.38,31.0,Rent,0.0,Second,0.0,10.35,31.0,AK,5892.0,28.5,New Deal,12301.81,103406.03,72583.75,441866.16,Pos
APP-571876,1.25,13000.0,0,3.0,Daily,Male,10/17/2018,44.0,13000.0,,9.0,2.0,3.0,3.0,1.0,38514.5,4787.54,28.0,2.0,1.0,1.0,1.0,612.0,41.3968,154.0,1.37,Yes,Transportation,25.0,7.33,8.0,Rent,0.0,Second,0.0,11.83,6.0,FL,1617.0,11.6,Renewal,48630.37,56848.64,34758.79,462174,Pos
APP-572709,1.25,13500.0,0,3.0,Daily,Female,10/17/2018,33.0,13500.0,drug,1.0,1.0,1.0,1.0,0.0,43784.15,4100.11,88.0,1.0,1.0,1.0,1.0,636.0,39.0152,176.0,1.37,Yes,Wholesale,3.0,8.38,10.0,Rent,1.0,Second,1.0,12.91,5.0,PA,0.0,1.7,New Deal,44504.21,47835.85,55637.43,525409.8,Pos
APP-560424,1.27,200000.0,0,3.0,Daily,Male,10/17/2018,41.0,200000.0,,7.0,2.0,2.0,3.0,1.5,811528.85,92042.66,586.67,3.0,2.0,2.0,2.0,651.0,65.5556,198.0,1.39,Yes,Healthcare,54.0,9.43,91.0,Rent,0.0,Third,0.0,14.95,90.0,FL,23895.0,3.2,Renewal,1029133.22,626941.94,760924.39,9738346.2,Pos
APP-574407,1.25,16500.0,0,3.0,Daily,Male,10/17/2018,45.0,16500.0,drug,1.0,1.0,1.0,1.0,1.5,31607.89,2065.96,30.75,1.0,1.0,1.0,1.0,629.0,14.0743,154.0,1.37,Yes,Auto Repair,9.0,7.33,24.0,Rent,0.0,Second,0.0,8.24,24.0,FL,2465.0,7.5,New Deal,34074.14,29355.41,31455.75,379294.68,Pos
APP-573239,1.375,18500.0,0,3.0,Daily,Male,10/17/2018,42.0,18500.0,traffic,1.0,1.0,1.0,1.0,1.67,51253.33,10342.98,3.33,1.0,1.0,1.0,1.0,676.0,49.3628,132.0,1.495,No,Roofing,4.0,6.29,29.0,Rent,0.0,Second,0.0,8.56,29.0,NY,3526.0,4.6,New Deal,44190.0,49138.77,6560,615039.96,Pos
APP-573694,1.375,5000.0,0,3.0,Daily,Male,10/17/2018,71.0,5000.0,,5.0,1.0,2.0,3.0,0.67,19416.83,2228.68,14.83,4.0,1.0,2.0,2.0,683.0,39.3551,132.0,1.495,No,Property Management,26.0,6.29,5.0,Own,1.0,Second,2.0,8.93,4.0,CA,618.0,8.4,New Deal,27333.04,19622.5,25672.71,233001.96,Pos
APP-576732,1.375,30500.0,0,3.0,Daily,Male,10/18/2018,35.0,30500.0,,1.0,1.0,1.0,1.0,2.33,40193.18,371.8,74.33,1.0,1.0,1.0,1.0,513.0,1.1136,132.0,1.445,Yes,Limos,5.0,6.29,32.0,Rent,0.0,First,0.0,0.0,30.0,CA,1947.0,7.8,New Deal,,,35690.95,482318.16,Neg
APP-575767,1.375,5500.0,0,3.0,Daily,Female,10/18/2018,38.0,5500.0,,1.0,1.0,1.0,1.0,0.0,11901.83,426.24,32.67,1.0,1.0,1.0,1.0,595.0,6.8428,132.0,1.495,No,Childcare,13.0,6.29,13.0,Rent,0.0,First,0.0,0.0,5.0,NY,2439.0,7.8,New Deal,,,10011,142821.96,Neg
APP-574816,1.295,14000.0,0,3.0,Daily,Male,10/18/2018,49.0,14000.0,traffic,1.0,1.0,1.0,1.0,0.33,17351.56,1510.19,36.0,1.0,1.0,1.0,1.0,573.0,10.0626,132.0,1.415,Yes,Restaurant,22.0,6.29,44.0,Rent,0.0,First,0.0,0.0,39.0,CA,9774.0,0.7,New Deal,,,18779.57,208218.72,Neg
APP-574621,1.375,8500.0,0,3.0,Daily,Female,10/18/2018,34.0,8500.0,,1.0,1.0,1.0,1.0,0.0,14421.43,2098.97,16.0,1.0,1.0,1.0,1.0,475.0,21.803,132.0,1.495,Yes,Accessory stores,49.0,6.29,69.0,Rent,0.0,First,0.0,0.0,54.0,TX,6033.0,0.4,New Deal,,,15333.08,190439.04,Neg
APP-573698,1.375,34500.0,0,3.0,Daily,Male,10/18/2018,36.0,34500.0,,1.0,1.0,1.0,1.0,0.5,56509.16,11174.4,28.0,1.0,1.0,1.0,1.0,679.0,30.4297,132.0,1.405,Yes,Retail,5.0,6.29,20.0,Rent,0.0,First,0.0,0.0,18.0,CA,31119.0,1.1,New Deal,21001.47,28161.47,35290.63,678109.92,Neg
APP-573641,1.375,10500.0,0,3.0,Daily,Male,10/18/2018,31.0,10500.0,drug,1.0,1.0,1.0,1.0,0.0,15169.86,13237.35,4.33,1.0,1.0,1.0,1.0,562.0,111.3131,132.0,1.495,No,Transportation,9.0,6.29,7.0,Own,0.0,First,0.0,0.0,0.0,CA,3383.0,1.2,New Deal,,,12345.88,182038.32,Neg
APP-573487,1.375,10000.0,0,3.0,Daily,Male,10/18/2018,52.0,10000.0,,1.0,1.0,1.0,1.0,0.0,13380,1921.26,6.67,1.0,1.0,1.0,1.0,595.0,17.194,132.0,1.475,No,Home health care,5.0,6.29,9.0,Own,0.0,First,0.0,0.0,3.0,VA,0.0,1.9,New Deal,,,19380,160560,Neg
APP-574590,1.25,21000.0,0,3.0,Daily,Female,10/18/2018,41.0,21000.0,drug,1.0,1.0,1.0,1.0,0.0,43627.04,6042.31,30.33,1.0,1.0,1.0,1.0,593.0,32.343,154.0,1.37,No,Beauty salons,12.0,7.33,24.0,Rent,0.0,Second,0.0,8.97,22.0,CO,3437.0,4.6,New Deal,41994.81,45374.25,48702.74,523524.48,Neg
APP-575827,1.375,7500.0,0,3.0,Daily,Male,10/18/2018,46.0,7500.0,,2.0,1.0,1.0,1.0,2.67,9660.34,178.92,39.33,2.0,1.0,1.0,1.0,578.0,2.1064,132.0,1.495,No,Retail,12.0,6.29,1.0,Rent,0.0,First,0.0,0.0,1.0,CT,1066.0,12.9,New Deal,,,9620.56,115924.08,Pos
APP-575587,1.295,9000.0,0,3.0,Daily,Female,10/18/2018,55.0,9000.0,,3.0,1.0,1.0,1.0,0.0,11224.4,8531.87,11.33,2.0,1.0,1.0,1.0,505.0,88.4315,132.0,1.415,No,Childcare,8.0,6.29,42.0,Rent,0.0,First,0.0,0.0,38.0,NC,2787.0,2.2,Renewal,13821.82,11186.92,10628.76,134692.8,Pos
APP-575579,1.375,9500.0,0,3.0,Daily,Female,10/18/2018,51.0,9500.0,drug,1.0,1.0,1.0,1.0,0.0,12660.35,2081.63,20.0,1.0,1.0,1.0,1.0,508.0,19.3478,132.0,1.495,Yes,Janitorial,10.0,6.29,17.0,Rent,0.0,First,0.0,0.0,5.0,FL,1915.0,1.2,New Deal,,,12627.29,151924.2,Pos
APP-574947,1.375,20000.0,0,3.0,Daily,Male,10/18/2018,28.0,20000.0,traffic,1.0,1.0,1.0,1.0,3.0,77907.41,2025.96,44.67,1.0,1.0,1.0,1.0,562.0,9.1272,132.0,1.465,No,Restaurant,6.0,6.29,16.0,Own,0.0,First,0.0,0.0,14.0,VA,1785.0,1.2,New Deal,72952.03,91366.89,78895.37,934888.92,Pos
APP-574876,1.25,79600.0,0,3.0,Daily,Male,10/18/2018,49.0,79600.0,,2.0,1.0,1.0,2.0,4.17,95288.77,3409.96,67.0,1.0,1.0,1.0,1.0,566.0,4.8154,154.0,1.37,Yes,Veterinarians,13.0,7.33,57.0,Rent,0.0,First,0.0,0.0,56.0,NV,5939.0,13.5,Renewal,91433.58,86523.31,101473.78,1143465.24,Pos
APP-574462,1.375,12000.0,0,3.0,Daily,Male,10/18/2018,59.0,12000.0,,2.0,1.0,1.0,1.0,0.2,15661,2871.56,4.6,1.0,1.0,1.0,1.0,557.0,21.1284,132.0,1.495,Yes,Insurance,9.0,6.29,18.0,Rent,1.0,First,1.0,0.0,11.0,WA,834.0,3.7,New Deal,15203.79,,13507.04,187932,Pos
